1,0.142418,0.0642149,1,0.373887,0.136849,1,2.51942,0.0516833,1,25.6755,0.0588301
1,0.204383,0.0591846,1,0.461021,0.149239,1,2.69163,0.0603651,1,27.3738,0.0713309
1,0.246969,0.0308033,1,0.536375,0.140909,1,2.77147,0.0619528,1,27.8809,0.0732775
1,0.269636,0.0293545,1,0.61662,0.145711,1,2.89817,0.0690649,1,28.0652,0.0726503
1,0.282098,0.0109489,1,0.693047,0.137875,1,2.94133,0.0700844,1,29.0913,0.0841603
1,0.299372,0.0361627,1,0.785035,0.142618,1,3.04231,0.0736404,1,29.7613,0.0880556
1,0.320737,0.0353166,1,0.879706,0.137459,1,3.12652,0.074345,1,30.3077,0.0892782
1,0.328759,-0.00521791,1,0.967031,0.12209,1,3.14486,0.0748389,1,30.1748,0.0905609
1,0.343125,0.0362125,1,1.06645,0.123332,1,3.23651,0.0756893,1,30.7543,0.0913871
1,0.360488,0.026918,1,1.16227,0.117618,1,3.30349,0.0759005,1,31.1025,0.0918656
1,0.366871,-0.00115315,1,1.25209,0.105247,1,3.32963,0.0758479,1,31.0426,0.0923122
1,0.370258,0.00662802,1,1.344,0.101588,1,3.37597,0.0766975,1,31.1614,0.093508
2,0.362287,-0.0270902,1,1.4174,0.0685703,1,3.33368,0.0712753,1,30.415,0.0884655
2,0.351554,-0.0117665,1,1.46995,0.0420901,1,3.24631,0.060761,1,29.0362,0.0756113
2,0.335453,-0.0394604,1,1.48987,-0.0083012,1,3.07508,0.0430942,1,26.9907,0.0571423
2,0.311374,-0.0473707,2,1.46768,-0.0869548,1,2.91429,0.0252518,1,24.9815,0.0364936
2,0.280343,-0.0637703,2,1.34702,-0.121358,2,2.44429,-0.0075087,1,21.0856,-2.00876e-05
2,0.254729,-0.0372264,2,1.39618,-0.0946533,2,2.71504,0.0831437,1,22.4875,0.00363379
2,0.230583,-0.0487749,2,1.34595,-0.103871,2,2.43093,-0.00855316,2,21.0058,-0.00297252
2,0.212839,-0.0229241,2,1.32258,-0.0829188,2,2.42448,-0.0090032,2,20.9417,-0.00336433
2,0.198586,-0.0266127,2,1.28047,-0.062015,2,2.39702,-0.0113644,2,20.7026,-0.00503164
2,0.184964,-0.0234898,2,1.29806,-0.081554,2,2.3885,-0.0122386,2,20.635,-0.00570076
2,0.174268,-0.015962,2,1.28981,-0.0786517,2,2.38779,-0.0117339,2,20.6656,-0.00543589
2,0.172781,0.00159077,2,1.35374,-0.00654379,1,2.783,0.0178341,1,23.3844,0.0222797
1,0.190125,0.0437319,1,1.41127,0.05859,1,2.9595,0.0448202,1,25.2968,0.0552061
1,0.217603,0.046263,1,1.47342,0.0873358,1,3.13026,0.0571261,1,27.2109,0.0725537
1,0.246263,0.0423879,1,1.53551,0.0969828,1,3.25338,0.0622257,1,28.2449,0.0776931
