1,0.020661,5.3756e-05,2,0.199408,-0.00429021,2,1.95714,-0.00525258,2,20.0394,-0.00598809
1,0.0206823,3.46325e-05,2,0.19767,-0.00394213,2,1.95502,-0.0051958,2,20.0371,-0.00598126
1,0.0206987,2.55846e-05,2,0.196058,-0.00364784,2,1.95291,-0.00514018,2,20.035,-0.00597501
1,0.0207123,2.00574e-05,2,0.194553,-0.0033965,2,1.95082,-0.00508568,2,20.0329,-0.00596877
1,0.0207238,1.62368e-05,2,0.19314,-0.00317981,2,1.94875,-0.00503229,2,20.0307,-0.00596198
1,0.0207336,1.33965e-05,2,0.191805,-0.00299134,2,1.9467,-0.00497997,2,20.0286,-0.00595577
1,0.0207419,1.1184e-05,2,0.190539,-0.00282604,2,1.94468,-0.00492868,2,20.0265,-0.00594957
1,0.020749,9.40628e-06,2,0.189332,-0.00267995,2,1.94267,-0.00487841,2,20.0243,-0.00594282
1,0.0207551,7.94817e-06,2,0.188178,-0.00254989,2,1.94068,-0.00482912,2,20.0222,-0.00593664
1,0.0207602,6.73593e-06,2,0.187071,-0.00243334,2,1.9387,-0.00478079,2,20.0201,-0.00593048
1,0.0207646,5.7192e-06,2,0.186006,-0.00232825,2,1.93675,-0.0047334,2,20.0179,-0.00592377
1,0.0207684,4.86161e-06,2,0.184979,-0.00223297,2,1.93481,-0.00468693,2,20.0158,-0.00591763
1,0.0207715,4.13566e-06,2,0.183986,-0.00214612,2,1.93289,-0.00464134,2,20.0138,-0.0059115
1,0.0207742,3.51972e-06,2,0.183024,-0.00206658,2,1.93099,-0.00459662,2,20.0115,-0.00590483
1,0.0207766,2.99639e-06,2,0.18209,-0.00199342,2,1.9291,-0.00455275,2,20.0095,-0.00589873
1,0.0207785,2.55132e-06,2,0.181183,-0.00192585,2,1.92723,-0.0045097,2,20.0074,-0.00589264
1,0.0207802,2.17261e-06,2,0.180299,-0.00186321,2,1.92537,-0.00446746,2,20.0052,-0.00588601
1,0.0207816,1.85024e-06,2,0.179438,-0.00180495,2,1.92353,-0.004426,2,20.0031,-0.00587994
1,0.0207828,1.57577e-06,2,0.178598,-0.00175058,2,1.92171,-0.00438531,2,20.0011,-0.00587389
1,0.0207839,1.34205e-06,2,0.177777,-0.00169971,2,1.9199,-0.00434536,2,19.9988,-0.0058673
1,0.0207848,1.14302e-06,2,0.176973,-0.00165196,2,1.91811,-0.00430615,2,19.9968,-0.00586127
1,0.0207855,9.73515e-07,2,0.176187,-0.00160705,2,1.91633,-0.00426764,2,19.9948,-0.00585525
1,0.0207861,8.29152e-07,2,0.175417,-0.00156471,2,1.91456,-0.00422982,2,19.9925,-0.0058487
1,0.0207867,7.06199e-07,2,0.174661,-0.00152469,2,1.91281,-0.00419269,2,19.9905,-0.00584271
1,0.0207872,6.01479e-07,2,0.17392,-0.0014868,2,1.91108,-0.00415621,2,19.9884,-0.00583672
1,0.0207875,5.12289e-07,2,0.173192,-0.00145085,2,1.90935,-0.00412038,2,19.9862,-0.00583021
1,0.0207879,4.36324e-07,2,0.172477,-0.00141669,2,1.90764,-0.00408517,2,19.9842,-0.00582425
1,0.0207882,3.71624e-07,2,0.171774,-0.00138417,2,1.90595,-0.00405059,2,19.9822,-0.00581831
1,0.0207884,3.16518e-07,2,0.171083,-0.00135317,2,1.90426,-0.0040166,2,19.98,-0.00581183
1,0.0207886,2.69584e-07,2,0.170402,-0.00132357,2,1.90259,-0.00398319,2,19.9779,-0.00580591
1,0.0207888,2.29609e-07,2,0.169732,-0.00129527,2,1.90093,-0.00395036,2,19.9759,-0.0058
1,0.020789,1.95561e-07,2,0.169073,-0.00126818,2,1.89929,-0.00391809,2,19.9737,-0.00579356
1,0.0207891,1.66563e-07,2,0.168422,-0.00124221,2,1.89765,-0.00388636,2,19.9717,-0.00578768
1,0.0207892,1.41864e-07,2,0.167782,-0.00121729,2,1.89603,-0.00385517,2,19.9697,-0.0057818
1,0.0207893,1.20828e-07,2,0.16715,-0.00119335,2,1.89442,-0.0038245,2,19.9675,-0.0057754
1,0.0207894,1.02911e-07,2,0.166526,-0.00117032,2,1.89282,-0.00379433,2,19.9654,-0.00576955
1,0.0207894,8.76508e-08,2,0.165911,-0.00114816,2,1.89123,-0.00376466,2,19.9634,-0.00576371
1,0.0207895,7.46536e-08,2,0.165304,-0.0011268,2,1.88965,-0.00373548,2,19.9612,-0.00575735
1,0.0207895,6.35836e-08,2,0.164705,-0.00110621,2,1.88808,-0.00370677,2,19.9592,-0.00575153
1,0.0207896,5.41551e-08,2,0.164113,-0.00108633,2,1.88653,-0.00367853,2,19.9572,-0.00574572
1,0.0207896,4.61247e-08,2,0.163529,-0.00106712,2,1.88498,-0.00365074,2,19.955,-0.0057394
1,0.0207896,3.92851e-08,2,0.162952,-0.00104855,2,1.88344,-0.0036234,2,19.953,-0.00573362
1,0.0207897,3.34597e-08,2,0.162382,-0.00103059,2,1.88192,-0.00359649,2,19.951,-0.00572784
1,0.0207897,2.84982e-08,2,0.161818,-0.0010132,2,1.8804,-0.00357,2,19.9488,-0.00572156
1,0.0207897,2.42723e-08,2,0.161261,-0.000996348,2,1.8789,-0.00354392,2,19.9468,-0.00571581
1,0.0207897,2.06731e-08,2,0.16071,-0.000980012,2,1.8774,-0.00351826,2,19.9448,-0.00571007
1,0.0207897,1.76076e-08,2,0.160165,-0.000964164,2,1.87592,-0.00349299,2,19.9427,-0.00570382
1,0.0207898,1.49967e-08,2,0.159627,-0.000948781,2,1.87444,-0.0034681,2,19.9407,-0.00569811
1,0.0207898,1.27729e-08,2,0.159094,-0.000933841,2,1.87297,-0.0034436,2,19.9387,-0.0056924
1,0.0207898,1.08788e-08,2,0.158568,-0.000919322,2,1.87151,-0.00341947,2,19.9365,-0.00568619
1,0.0207898,9.26568e-09,2,0.158047,-0.000905205,2,1.87006,-0.0033957,2,19.9345,-0.00568051
1,0.0207898,7.89172e-09,2,0.157531,-0.000891472,2,1.86862,-0.00337229,2,19.9325,-0.00567483
